,#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC,Lyrics
46,47,Vegas (From the Original Motion Picture Soundtrack ELVIS),['Doja Cat'],71,160,"dance pop, pop",Pop,Vegas (From the Original Motion Picture Soundtrack ELVIS),2022-05-06,03:02,80,60,8,0,74,20,10,-8,G#/A♭ Minor,4,2024-11-09,0hquQWY3xvYqN4qtiquniF,Kemosabe Records/RCA Records,1A,USRC12201441,"1 ContributorPop Hits: 2022 Lyrics1. Taylor Swift - Anti-Hero
2. Harry Styles - As It Was
3. Sam Smith & Kim Petras - Unholy
4. Lizzo- About Damn Time
5. Beyoncé - BREAK MY SOUL
6. Doja Cat - Vegas (From the Original Motion Picture Soundtrack ELVIS)
7. Steve Lacy - Bad Habit
8. Taylor Swift - Lavender Haze
9. Lil Nas X - STAR WALKIN' (League of Legends Worlds Anthem)
10. Dove Cameron - Boyfriend
11. Bad Bunny - Titi Me Preguntó
12. OneRepublic - I Ain't Worried
13. Charlie Puth - Light Switch
14. Lauren Spencer Smith - Flowers
15. Marshmello & Khalid - Numb
16. Tiësto & Ava Max - The Motto
17. The Weeknd - Die For You
18. David Guetta & Bebe Rexha - I'm Good (Blue)
19. Jack Harlow - First Class
20. Ed Sheeran - 2step (feat. Lil Baby)
21. Meghan Trainor - Made You Look
22. Drake - Sticky
23. Ava Max - Million Dollar Baby
24. Rema & Selena Gomez - Calm Down
25. Joji - Glimpse of Us
26. Nicky Youre & Dazy - Sunroof
27. Taylor Swift - Bejeweled
28. SZA - Shirt
29. Stephen Sanchez - Until I Found You
30. JVKE - golden hour
31. The Kid LAROI - Thousand Miles
32. Benson Boone - GHOST TOWN
33. Mimi Webb - House On Fire
34. Harry Styles - Late Night Talking
35. Tate McRae - she's all i wanna be
36. Elton John & Britney Spears - Hold Me Closer (Acoustic)
37. Leah Kate - 10 Things I Hate About You
38. Omar Apollo - Evergreen (You Didn't Deserve Me At All)
39. Camila Cabello - Bam Bam (feat. Ed Sheeran)
40. Måneskin - SUPERMODEL
41. WILLOW - Wait a Minute!
42. Rihanna - Lift Me Up (From Black Panther: Wakanda Forever - Music From and Inspired By)
43. Alesso & Zara Larsson - Words
44. Yung Gravy - Betty (Get Money)
45. Em Beihold - Numb Little Bug
46. Latto & Mariah Carey - Big Energy (Remix) [feat. DJ Khaled]
47. FLETCHER - Becky's So Hot
48. Oliver Tree - Life Goes On
49. Lost Frequencies & Calum Scott - Where Are You Now
50. Jax - Victoria's SecretEmbed"
47,48,pushin P (feat. Young Thug),"['Gunna', 'Future', 'Young Thug']",67,78,"atl hip hop, melodic rap, rap, trap, hip hop, southern hip hop, atl trap, gangster rap",Hip Hop,DS4EVER,2022-01-13,02:16,77,42,1,1,49,10,10,-5,C♯/D♭ Minor,1,2024-11-09,3XOalgusokruzA5ZBA2Qcb,300 Entertainment,12A,QMCE32200039,"1 ContributorNew Music Friday 01/07/22 LyricsThe Weeknd - Sacrifice
The Weeknd - I Heard You’re Married (feat. Lil Wayne)
Gunna & Future - pushin P (feat. Young Thug)
Halsey - People disappear here
Maren Morris - Circles Around This Town
Montell Fish - and i'd go a thousand miles
2 Chainz - Million Dollars Worth of Game (feat. 42 Dugg)
Sebastian Yatra - Amor Pasajero
Lauren Spencer-Smith - Fingers Crossed
MICHELLE - EXPIRATION DATE
Bonobo - From You
The Weeknd - Out of Time
Kota the Friend - Dear Fear
Gunna & 21 Savage- thought i was playing
Central Cee - Retail Therapy
Moore Kismet - Parallel Hеartbreak
Father John Misty - Funny Girl
Morgan Wade - Run
David Kushnеr - Miserable Man
Don Diablo - Face To Face
Young T & Bugsey - Blessings (feat. Chronixx)
Earl Sweatshirt - Titanic
Delaney Bailey - j's lullaby (darlin' i'd wait for you)
Lexi Jayde - drunk text me
AURORA - A Dangerous Thing
The Smile - You Will Never Work In Television Again
Amber Mark - Most Men - A COLORS SHOW
Jonas Blue - Don’t Wake Me Up
MARINA - Pink Convertible
Royal & the Serpent - PHUCKBOI REJECTS
BabySantana - off the leash! (feat. yvngxchris and Luisss)
Era - Somebody I Know
KillBunk - Know Better
marinelli - Dipshit
Teddy Swims - 911
Ben Rector - Living My Best Life
Seaforth - Good Beer
alt-J - Hard Drive Gold
emlyn - rapunzel
Cannons - Purple Sun
Burial - Upstairs Flat
KIRBY - Black Leaves
Sage The Gemini - Numero Uno
TOKYO’S REVENGE - IN THE MIDDLE
ceo@business.net - suhwee
Steve Aoki - Welcome to the Playhouse
Rezz - Menace
Ella Henderson - Brave
Walker Hayes - Drinking Songs
Aaron May - WOKEUPTHINKINBOUT
Kid Ink - Fenty Secrets
David Guetta - Permanence
Gang of Youths - in the wake of your leave
BENNETT - When It's Too Good
Leikeli47 - Chitty Bang
Dom Vallie - Been Himma
torr - selfdestruct
Zeds Dead - Gassed Up
Tobias Dray - Call Me Your Hope
Take Van - Pressurized
Crystal Murray - Other Men
yaeow - i don't wanna let u go
Eric Nam - Lost On Me
Heather Sommer - CHAMELEON
Maddie & Tae - Strangers
for KING & COUNTRY - Unsung Hero
DOPE LEMON - Howl With Me
Connor Kauffman - Bleed
conner - celebration
Nicholas Mick - Fall Apart
Tennyson - Feelwitchu
Alison Wonderland - Fear Of Dying
HRVY - Golden Hour
James Morrison - Don't Mess With Love
Sports - Damn I'm Tired
Armaan Malik - You
Azizi Gibson - Hate To Say It
Baby Money - Long Time Comin
SAM LEX - Grief
Oscar Anton - cheerios
Banda MS de Sergio Lizárraga - Ojos Cerrados
RuPaul - Smile
INNA - Always On My Mind
Sam Short - Already Mine
ROZES - Best They Ever Had
Sarah Barrios - We Don't Have To Die
The Cactus Blossoms - Everybody (feat. Jenny Lewis)
Waxahatchee - Up in the Sky
Jaguar Jonze - CUT
Eli Young Band - Love Talking
Ryland James - I Give Everything
Kevin Holliday - Expensive Taste
Lil PJ - Buzz
rouri404 - ed hardy
Jonah Roy - Fuck That!
Hunter Moreau - Sleepyhead
Anna Mae - Coming Of Age
Menna - Smoke Signals
Pancho Barraza - Ya Se Fue
Samaki - MAGICEmbed"
48,49,Buy Dirt,"['Jordan Davis', 'Luke Bryan']",78,178,"contemporary country, country, country road, modern country rock","Country, Rock",Buy Dirt,2021-05-21,02:47,59,56,64,0,44,0,0,-7,E Major,4,2024-11-09,69AIpwGNLxr4qS1X5ynx60,MCA Nashville,12B,USUM72104058,"22 ContributorsBuy Dirt Lyrics[Verse 1: Jordan Davis]
Few days before he turned 80
He was sitting out back in a rocker
He said ""What you been up to lately?""
I told him chasing a dollar
And in between sips of coffee
He poured this wisdom out
Said ""If you want my two cents on making a dollar count

[Chorus: Jordan Davis]
Buy dirt
Find the one you can't live without
Get a ring, let your knee hit the ground
Do what you love but call it work
And throw a little money in the plate at church
Send your prayers up and your roots down deep
Add a few limbs to your family tree
And watch their pencils marks, and the grass in the yard
All grow up
'Cause the truth about it is it all goes by real quick
You can't buy happiness
But you can buy dirt""

[Verse 2: Luke Bryan]
Before you get caught on that ladder
Let me tell you what it's all about
Find you a few things that matter
That you can put a fence around
And then he laid it out
See Jordan Davis LiveGet tickets as low as $88You might also like[Chorus: Jordan Davis & Luke Bryan]
Buy dirt
Find the one you can't live without
Get a ring, let your knee hit the ground
Do what you love but call it work
And throw a little money in the plate at church
Send you prayers up and your roots down deep
And add a few limbs to your family tree
And watch their pencils marks, and the grass in the yard
All grow up
'Cause the truth about it is it all goes by real quick
You can't buy happiness
But you can buy dirt

[Bridge: Jordan Davis & Luke Bryan]
You can buy dirt
And thank the good Lord for it
'Cause He ain't makin' any more of it

[Chorus: Jordan Davis, Luke Bryan, Both]
So buy dirt
Find the one you can't live without
Get a ring, let your knee hit the ground
Do what you love but call it work
And throw a little money in the plate at church
Send your prayers up and your roots down deep
Add a few limbs to your family tree
And watch their pencils marks, and the grass in the yard
All grow up
'Cause the truth about it is it all goes by real quick
You can't buy happiness
But you can buy dirt6Embed"
49,50,I Hate U,['SZA'],67,107,"pop, r&b, rap","Pop, R&B, Hip Hop",SOS,2022-12-09,02:53,53,42,51,0,38,10,10,-9,G Minor,5,2024-11-09,2aJnyNu4PQxQ2lyj5boiMG,Top Dawg Entertainment/RCA Records,6A,USRC12103605,"92 ContributorsTranslationsTürkçeEspañolPortuguêsFrançaisItalianoI Hate U Lyrics[Verse 1]
I be so sick of you niggas, y'all contradicting
I be so bored with myself, can you come and fuck me?
I feel so ordinary, sad when you around me
Treat me like corduroy, wear me out
Arguments, you air me out
Tripping 'bout your whereabouts
I can't keep no conflict with you, boy, can we just rub it out?
I don't want no static with you, you know you my plug
And I can't shake this habit, no

[Pre-Chorus]
I've been up, baby
Heavy reminiscin'
Heavy on the missing you
Wish it was different than what it was (Oh, no)
I've been up, baby
Lost in the lie of us
Lost, ain't no findin' us
I've been up, baby

[Chorus]
And if you wonder if I hate you (I do)
Shitty of you to make me feel just like this
What I would do to make you feel just like this
And if you wondered if I hate you (Fuck you)
Shitty of you to make me feel just likе this
What I would do to make you feel just like this
See SZA LiveGet tickets as low as $66You might also like[Verse 2]
Used to bе too solid 'til you scrambled me
Used to be your rider, you mishandle me
Used to be nonviolent 'til you ambushed me
Now I'm out here wildin' with you
Now I'm out here, silent treatment, that mean no permission (No)
Missionary gettin' boring, can you switch positions? (Yeah)
Hard to save your soul, you don't ever listen, no (No)

[Pre-Chorus]
I've been up, baby
Heavy reminiscin'
Heavy on the missing you
Wish it was different than what it was (Oh, no)
I've been up, baby
Lost in the lie of us
Lost, ain't no findin' us
I've been up, baby

[Chorus]
And if you wonder if I hate you (I do)
Shitty of you to make me feel just like this
What I would do to make you feel just like this
And if you wondered if I hate you (Fuck you)
Shitty of you to make me feel just like this
What I would do to make you feel just like this37Embed"
50,51,Boyfriend,['Dove Cameron'],71,180,pop,Pop,Boyfriend,2022-02-11,02:33,35,61,23,0,23,0,10,-7,G Minor,3,2024-11-09,59CfNbkERJ3NoTXDvoURjj,Disruptor Records/Columbia,6A,USQX92200693,"93 ContributorsTranslationsEspañolPortuguêsFrançaisDanskBoyfriend Lyrics[Verse 1]
I can't believe we're finally alone
I can't believe I almost went home
What are the chances? Everyone's dancing
And he's not with you (Hmm, hmm, hmm, hmm)

[Pre-Chorus]
The universe must have divined this
What am I gonna do? Not grab your wrist?

[Chorus]
I could be a better boyfriend than him
I could do the shit that he never did
Up all night, I won't quit
Thinking I'm gonna steal you from him
I could be such a gentleman
Plus all my clothes would fit
[Post-Chorus]
I could be a better boyfriend

[Verse 2]
I don't need to tell you twice
All the ways hе can't suffice
If I could give you some advicе
I would leave with me tonight
You might also like[Pre-Chorus]
The universe must have divined this (Mmm, mmm)
Ladies first, baby, I insist
[Chorus]
I could be a better boyfriend than him
I could do the shit that he never did
Up all night, I won't quit
Thinking I'm gonna steal you from him
I could be such a gentleman
Plus all my clothes would fit
[Post-Chorus]
I could be a better boyfriend than him
I could be a better boyfriend

[Bridge]
I never would have left you alone
Here on your own, glued to your phone
Never would have left you alone
For someone else to take you home

[Chorus]
I could be a better boyfriend than him
I could do the shit that he never did
Up all night, I won't quit
I'm gonna steal you from him
I could be such a gentleman
Plus you know my clothes would fit
I could be a better boyfriend than him
I could do the shit that he never did
Up all night, I won't quit
Thinking I'm gonna steal you from him
I could be such a gentleman
Plus all my clothes would fit35Embed"
51,52,Glimpse of Us,['Joji'],77,170,viral pop,Pop,Glimpse of Us,2022-06-10,03:53,44,32,89,0,27,0,10,-9,G#/A♭ Major,3,2024-11-09,6xGruZOHLs39ZbVccQTuPZ,88rising Music/Warner Records,4B,USWB12201789,"203 ContributorsTranslationsTürkçeEspañolРусскийPortuguês日本語DeutschFrançaisPortuguêsNederlandsMagyarGlimpse of Us Lyrics[Verse 1]
She'd take the world off my shoulders
If it was ever hard to move
She'd turn the rain to a rainbow
When I was living in the blue
Why then, if she's so perfect
Do I still wish that it was you?
Perfect don't mean that it's workin'
So what can I do? (Ooh)

[Pre-Chorus]
When you're out of sight
In my mind

[Chorus]
'Cause sometimes, I look in her eyes
And that's where I find a glimpse of us
And I try to fall for her touch
But I'm thinkin' of the way it was
Said I'm fine and said I moved on
I'm only here passing time in her arms
Hopin' I'll find a glimpse of us

[Verse 2]
Tell me he savors your glory
Does he laugh the way I did?
Is this a part of your story?
One that I had never lived
Maybe one day, you'll feel lonely
And in his eyes, you'll get a glimpse
Maybe you'll start slippin' slowly and find me again
You might also like[Pre-Chorus]
When you're out of sight
In my mind

[Chorus]
'Cause sometimes, I look in her eyes
And that's where I find a glimpse of us
And I try to fall for her touch
But I'm thinkin' of the way it was
Said I'm fine and said I moved on
I'm only here passing time in her arms
Hopin' I'll find a glimpse of us

[Bridge]
Ooh
Ooh-ooh-ooh
Ooh
Ooh-ooh-ooh

[Chorus]
'Cause sometimes, I look in her eyes
And that's where I find a glimpse of us
And I try to fall for her touch
But I'm thinkin' of the way it was
Said I'm fine and said I moved on
I'm only here passing time in her arms
Hopin' I'll find a glimpse of us149Embed"
52,53,Surface Pressure,['Jessica Darrow'],68,180,movie tunes,Easy listening,Encanto (Original Motion Picture Soundtrack),2021-11-19,03:22,65,58,2,0,37,30,0,-8,D Major,4,2024-11-09,760jhRscwGbIIe1m1IIQpU,Walt Disney Records,10B,USWD12112914,"129 ContributorsTranslationsTagalog / ᜆᜄᜎᜓᜄ᜔Surface Pressure Lyrics[Intro]
I'm the strong one, I'm not nervous
I'm as tough as the crust of the Earth is
I move mountains, I move churches
And I glow, 'cause I know what my worth is
I don't ask how hard the work is
Got a rough, indestructible surface
Diamonds and platinum, I find 'em, I flatten 'em
I take what I'm handed, I break what's demanded, but

[Verse 1]
Under the surface
I feel berserk as a tightrope walker in a three-ring circus
Under the surface
Was Hercules ever like, ""Yo, I don't wanna fight Cerberus?""
Under the surface
I'm pretty surе I'm worthless if I can't be of servicе

[Pre-Chorus]
A flaw or a crack, the straw in the stack
That breaks the camel's back
What breaks the camel's back, it's

[Chorus]
Pressure like a drip, drip, drip that'll never stop, whoa
Pressure that'll tip, tip, tip 'til you just go pop, whoa-oh-oh
Give it to your sister, your sister's older
Give her all the heavy things we can't shoulder
Who am I if I can't run with the ball?
If I fall to
Pressure like a grip, grip, grip, and it won't let go, whoa
Pressure like a tick, tick, tick 'til it's ready to blow, whoa-oh-oh
Give it to your sister, your sister's stronger
See if she can hang on a little longer
Who am I if I can't carry it all?
If I falter
You might also like[Verse 2]
Under the surface
I hide my nerves and it worsens, I worry somethin' is gonna hurt us
Under the surface
The ship doesn't swerve, has it heard how big the iceberg is?
Under the surface
I think about my purpose, can I somehow preserve this?
Line up the dominoes, a light wind blows
You try to stop it tumbling, but on and on it goes

[Bridge]
But wait, if I could shake the crushing weight of expectations
Would that free some room up for joy
Or relaxation, or simple pleasure?
Instead, we measure this growing pressure
Keeps growing, keep going, 'cause all we know is

[Chorus]
Pressure like a drip, drip, drip that'll never stop, whoa
Pressure that'll tip, tip, tip 'til you just go pop, whoa-oh-oh
Give it to your sister, it doesn't hurt and
See if she can handle every family burden
Watch as she buckles and bends but never breaks
No mistakes, just
Pressure like a grip, grip, grip, and it won't let go, whoa
Pressure like a tick, tick, tick 'til it's ready to blow, whoa-oh-oh
Give it to your sister and never wonder
If the same pressure would've pulled you under
Who am I if I don't have what it takes?
No cracks, no breaks
No mistakes, no pressure!40Embed"
53,54,Fall In Love,['Bailey Zimmerman'],73,136,"contemporary country, modern country pop","Country, Pop",Religiously. The Album.,2023-01-11,03:52,52,64,45,0,40,0,20,-6,A Major,4,2024-11-09,0rCFRyEy4WXjRXNpO80Dzs,Warner Music Nashville/Elektra,11B,USWB12200122,"14 ContributorsFall In Love Lyrics[Verse 1]
Heard you moved out to South Carolina
Just like you always said we would
Packed your bags in that old 4Runner
That I bought you when things were good
I'm glad to see the stop sign didn't hit ya
Bring you back to your senses
Oh, it waved you gone, goodbye
Yeah, it waved you gone, goodbye

[Verse 2]
I heard you found yourself a brand-new man
Put a rock on your finger and he vowed you a second chance
Built a house right by the coast
That ocean view is beautiful, but baby, I just want you to know
He don't know you like I did
Money talks, but I ain't buyin'

[Chorus]
'Cause love's a smoke ring wrapped around your finger
One second, it's a blessin', and the next, it's already gone
A broken heart, I'm a walkin' testimony
My confession is a lesson that I'm pourin' out in this song
Oh-woah-woah, oh-woah-woah
You don't wanna fall in love
Oh-woah-woah, oh-woah-woah
You don't wanna fall in love
See Bailey Zimmerman LiveGet tickets as low as $99You might also like[Verse 3]
I seen your mama walkin' out the county market
And I stopped to ask her how she's been
Said she's missin' ya and tried to go convincin' ya
Not to settle down with him
She ain't wrong, the whole town knows it
You had a bed of roses, but girl, you couldn't walk that line
You can act like you're doin' fine

[Chorus]
'Cause love's a smoke ring wrapped around your finger
One second, it's a blessin', and the next, it's already gone
A broken heart, I'm a walkin' testimony
My confession is a lesson that I'm pourin' out in this song
Oh-woah-woah, oh-woah-woah
You don't wanna fall in love
Oh-woah-woah, oh-woah-woah
You don't wanna fall in love

[Guitar Solo]

[Chorus]
'Cause love's a smoke ring wrapped around your finger
One second, it's a blessin', and the next, it's already gone
A broken heart, I'm a walkin' testimony
My confession is a lesson that I'm pourin' out in this song
Oh-woah-woah, oh-woah-woah
You don't wanna fall in love
Oh-woah-woah, oh-woah-woah
You don't wanna fall in love
Oh-woah-woah, oh-woah-woah
You don't wanna fall in love
Oh-woah-woah, oh-woah-woah
[Outro]
Heard you moved out to South Carolina
Just like you always said we wouldEmbed"
54,55,love nwantiti (ah ah ah),['CKay'],74,93,"afro r&b, afrobeats",R&B,CKay The First,2019-08-30,02:25,73,74,37,0,53,0,10,-4,G#/A♭ Major,4,2024-11-09,2Xr1dTzJee307rmrkt8c0g,Chocolate City Music,4B,QMEU31910213,"49 ContributorsTranslationsDeutschEnglish​love nwantiti (ah ah ah) Lyrics[Intro]
(Tu-tu-tu, tu-tu-tu-tu-tu)
(Tu-tu-tu-tu, tu-tu-tu-tu-tu) Yeah

[Verse 1]
My baby, my valentine, yeah
Girl, na you dey make my temperature dey rise
If you leave me, I go die, I swear
You are like the oxygen, I need to survive
I'll be honest
Your loving dey totori me
I am so obsessed
I want to chop your nkwobi

[Pre-Chorus]
Ule, your body dey gbakam isi
Ule, open am make I see
Ule, nyem love nwantiti
Wey fit make a bad man sing ""Oh-ahh""

[Chorus]
Ahh, ah-ah-ah-ah-ah, ah-ah-ah, ah-ah, ah-ah-ah
Ahh, ah-ah-ah-ah-ah, ah-ah-ah, ah-ah, ah-ah-ah
Ahh, ah-ah-ah-ah-ah, ah-ah-ah, ah-ah, ah-ah-ah
Ahh, ah-ah-ah-ah-ah, ah-ah-ah, ah-ah, ah-ah-ah
You might also like[Verse 2]
Baby girl, where you from come? Yeah
Your body na follow come, yeah
No be silicon, uh
Baba God e finish work, eh-eh-eh-eh-eh
Without you, I go fit lose my mind
Without you, I go fit fall and die
Without you, I go give all my life
Without you, without you

[Pre-Chorus]
Ule, your body dey gbakam isi
Ule, open am make I see
Ule, nyem love nwantiti
Wey fit make a bad man sing ""Oh-ahh""

[Chorus]
Ahh, ah-ah-ah-ah-ah, ah-ah-ah, ah-ah, ah-ah-ah
Ahh, ah-ah-ah-ah-ah, ah-ah-ah, ah-ah, ah-ah-ah
Ahh, ah-ah-ah-ah-ah, ah-ah-ah, ah-ah, ah-ah-ah
Ahh, ah-ah-ah-ah-ah, ah-ah-ah, ah-ah, ah-ah-ah

[Verse 3]
You mean the world to me
You're my living fantasy
I-I-I, I love you
I-I-I put no one above of you
Lover, don't give this love to nobody
Lover, don't call another nigga ""honey""
Lover, lover, I wanna be your lover
Forever, forever, ahh, ah-ah
[Outro]
Tu-tu-tu, tu-tu-tu-tu-tu
Tu-tu-tu-tu, tu-tu-tu-tu-tu
(Tempoe) CKay, yo, ah13Embed"
55,56,Super Freaky Girl,['Nicki Minaj'],67,133,"hip pop, pop, queens hip hop, rap","Pop, Hip Hop",Super Freaky Girl,2022-08-12,02:50,95,89,6,0,91,20,30,-3,D Major,4,2024-11-09,4C6Uex2ILwJi9sZXRdmqXp,Republic Records,10B,USUM72215262,"135 ContributorsTranslationsTürkçeEspañolPortuguêsРусскийSuper Freaky Girl Lyrics[Intro: Rick James & Nicki Minaj]
She's alright
That girl’s alright with me, yeah
Ayo (Hey, hey, hey, hey)

[Pre-Chorus: Nicki Minaj]
I can lick it, I can ride it while you slippin' and slidin'
I can do all them little tricks and keep the dick up inside it
You can smack it, you can grip it, you can go down and kiss it
And every time he leave me ’lone, he always tell me he miss it

[Chorus: Nicki Minaj & Rick James]
He want a F-R-E-A-K (Freaky girl)
F-R-E-A-K (Freaky girl)
A-K, A-K, A-K
E-A-K (Freaky girl)
F-R-E-A-K (Freaky girl)

[Verse 1: Nicki Minaj]
One thing about me, I'm the baddest alive
He know the prettiest bitch didn't come until I arrive
I don't let bitches get to me, I fuck they man if they try
I got a princess face, a killer body, samurai mind
They can't be Nicki, they so stupid, I just laugh when they try
A thong bikini up my ass, I think I'll go for a dive
His ex-bitch went up against me, but she didn't survive
On applications I write ""pressure"" 'cause that’s what I apply (Brr)
P-P-P-Pressure applied, can’t fuck a regular guy
Wetter than umbrellas and stickier than apple pie
You might also like[Pre-Chorus: Nicki Minaj]
I can lick it, I can ride it while you slippin' and slidin’
I can do all them little tricks and keep the dick up inside it
You can smack it, you can grip it, you can go down and kiss it
And every time he leave me 'lone, he always tell me he miss it

[Chorus: Nicki Minaj & Rick James]
He want a F-R-E-A-K (Freaky girl)
F-R-E-A-K (Freaky girl)
A-K, A-K, A-K
E-A-K (Freaky girl)
F-R-E-A-K (Freaky girl)

[Verse 2: Nicki Minaj]
'Cause, what the fuck? This ain't Chanel, nigga, custom down?
Like, what the fuck? This ain’t Burberry, custom brown
He said ""Could you throw it back while you touch the ground?""
Then he said ""Do that pussy purr?"" I said ""Yup, meow""
Hold up, fuck-boys, ain't need no for you to roll up
Ain't no need for you to double tap neither, scroll up
Keep these bitches on they toes like Manolo
Be on the lookout when I come through, BOLO
Oh, woah, elegant bitch with a ho glow
If it ain't big, then I won't blow
Eeny, meeny, miny, moe
Fuck is the tea? I just F'd a G (Let's go)
Made him say ""Uh,"" just ask Master P (Let's go)
Ball so hard, I just took a knee (Let's go)
Get me rocky ASAP, nigga, word to Rih (Let's go)
[Bridge: Nicki Minaj]
Freak
F-F-Freak
Some gyal a freak, gyal a freak
Gyal a freak, freak, freak, freak

[Pre-Chorus: Nicki Minaj]
I can lick it, I can ride it while you slippin' and slidin'
I can do all them little tricks and keep the dick up inside it
You can smack it, you can grip it, you can go down and kiss it
And every time he leave me 'lone, he always tell me he miss it

[Chorus: Nicki Minaj & Rick James]
He want a F-R-E-A-K (Freaky girl)
F-R-E-A-K (Freaky girl)
A-K, A-K, A-K
E-A-K (Freaky girl)
F-R-E-A-K (Freaky girl)30Embed"
56,57,Hrs & Hrs,['Muni Long'],71,134,indie r&b,R&B,Public Displays Of Affection: The Album,2022-09-23,03:24,52,52,61,0,66,10,10,-5,F#/G♭ Major,3,2024-11-09,3ncmoWTwJgx63LwMTyBCXf,"Supergiant Records, LLC / Def Jam Recordings",2B,QZAKB2136210,"31 ContributorsTranslationsDeutschHrs & Hrs Lyrics[Intro]
Uh, oh, ooh, mmm (Yeah)
I don't usually do this but, um (Tiller, oh my God, hm-hm)
Can I sing to you?
Yeah (Yeah)

[Verse 1]
Yours, mine, ours
I could do this for hours
Sit and talk to you for hours
I wanna give you your flowers
And some champagne showers
Order shrimp and lobster towers
But it's me that gets devoured
Ooh, when you do what you do, I'm empowered
You give me a superpower
Together the world could be ours
You sit me up on the counter
Instantly, it's thunder showers
Stormin' for a couple hours
When we finished, take a shower

[Chorus]
I could do this for hours
And hours and hours
I could do this for hours
And hours and hours
I could do this for hours
And hours and hours
I could do this for hours
And hours, hours, I
You might also like[Verse 2]
Usually don't like nobody
And when I say nobody
I mеan nobody
All these niggas full of shit
You're just thе homie once they hit
Felt like givin' up on love
These niggas almost made me quit
Then I met you
When I met you
I knew this was it
I've never been in love like this
A love like ours
I pray for it on my knees
Every night for some hours
And hours and hours
And hours and hours
And hours

[Chorus]
I could do this for hours
And hours and hours
I could do this for hours
And hours and hours
What's yours is mine
And ours
And yours, mine and ours
[Bridge]
I could sit and talk to you for hours
Sit and look at you for hours
Makin' love to you for hours
Layin' on your chest for hours
Tellin' you jokes for hours
Holdin' you close for hours
And hours and hours

[Outro]
Oh, oh, oh (Yee-hee)
Oh, oh, oh (Yee-hee)
Woah, oh, oh (Yee-hee)
Ah, I
Hours and hours (Yee-hee)
Hours and hours (Yee-hee, yee-hee)
Oh, oh
Hours and hours
Hours and hours
Woah, oh, mm
Yeah15Embed"
57,58,Sand In My Boots,['Morgan Wallen'],72,70,contemporary country,Country,Dangerous: The Double Album,2021-01-08,03:22,40,54,59,0,41,0,10,-7,D#/E♭ Major,4,2024-11-09,0uRrG2jRR5tuifsYIJHEao,Big Loud / Republic,5B,USUG12004193,"26 ContributorsSand in My Boots Lyrics[Verse 1]
She asked me where I's from
I said, ""Somewhere ya never been to
Little town outside of Knoxville""
Hidden by some dogwood trees
She tried talkin' with my accent
We held hands and waded into
That blue water, she left her flip-flops
By my Red Wings on the beach

[Chorus]
Yeah, but now I'm dodgin' potholes
In my sunburnt Silverado
Like a heart-broke Desperado
Headed right back to my roots
Somethin' 'bout the way she kissеd me
Tells me shе'd love Eastern Tennessee
Yeah, but all I brought back with me
Was some sand in my boots

[Verse 2]
I said, ""Let's go shoot tequila""
So, we walked back to that beach bar
She said, ""Don't cowboys drink whiskey?"" (Huh)
So, we drank bottom shelf
She said, ""Damn, that sky looks perfect""
I said, ""Girl, you've never seen stars
Like the ones back home""
And she said, ""Maybe I should, see 'em for myself""
You might also like[Chorus]
Yeah, but now I'm dodgin' potholes
In my sunburnt Silverado
Like a heart-broke Desperado
Headed right back to my roots
Somethin' 'bout the way she kissed me
Tells me she'd love Eastern Tennessee
Yeah, but all I brought back with me
Was some sand in my boots

[Bridge]
I said, ""Meet me in the mornin'""
And she told me I was crazy
Yeah, but I still thought that maybe she'd show up

[Chorus]
Aw, but now I'm dodgin' potholes
In my sunburnt Silverado
Like a heart-broke Desperado
Headed right back to my roots
Somethin' 'bout the way she kissed me
Tells me she'd love Eastern Tennessee
Yeah, but all I brought back with me
Was some sand in my boots
Yeah, but all I brought back with me
Was some sand in my boots9Embed"
