,#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC,Lyrics
59,60,You Say,['Lauren Daigle'],71,148,"ccm, christian alternative rock, christian music","Pop, Rock",Look Up Child,2018-09-07,04:34,49,63,68,0,8,0,0,-7,F Major,4,2024-11-09,6Up545NUflOiXo8cEraH49,Centricity Music/Warner Records,7B,US8391800158,"95 ContributorsYou Say Lyrics[Verse 1]
I keep fighting voices in my mind that say I'm not enough
Every single lie that tells me I will never measure up
Am I more than just the sum of every high and every low?
Remind me once again just who I am, because I need to know
Ooh, oh

[Chorus]
You say I am loved when I can't feel a thing
You say I am strong when I think I am weak
And you say I am held when I am falling short
And when I don't belong, oh, You say I am Yours
And I believe (I), oh, I believe (I)
What You say of me (I)
I believe

[Verse 2]
The only thing that matters now is everything You think of me
In You, I find my worth, in You, I find my identity
Ooh, oh

[Chorus]
You say I am loved when I can't feel a thing
You say I am strong when I think I am weak
And you say I am held when I am falling short
When I don't belong, oh, You say I am Yours
And I believe (I), oh, I believe (I)
What You say of me (I)
Oh, I believe
See Lauren Daigle LiveGet tickets as low as $59You might also like[Bridge]
Taking all I have and now I'm laying it at Your feet
You have every failure, God, You'll have every victory
Ooh, oh

[Chorus]
You say I am loved when I can't feel a thing
You say I am strong when I think I am weak
You say I am held when I am falling short
When I don't belong, oh, You say I am Yours
And I believe (I), oh, I believe (I)
What You say of me (I)
I believe

[Outro]
Oh, I believe (I)
Yes, I believe (I)
What You say of me (I)
I believe19Embed"
60,61,"Hey Look Ma, I Made It",['Panic! At The Disco'],63,108,pop,Pop,Pray for the Wicked,2018-06-22,02:49,58,83,1,0,58,0,10,-3,F Major,4,2024-11-07,22oEJW6r2rMb9z4IntfyEa,DCD2 / Fueled By Ramen,7B,USAT21801173,"94 ContributorsTranslationsPortuguêsHey Look Ma, I Made It Lyrics[Verse 1]
All my life, been hustlin' and
Tonight is my appraisal
'Cause I'm a hooker sellin' songs and
My pimp's a record label
This world is full of demons stocks
And bonds and bible traders
So I do the deed, get up and leave
A climber and a sadist, yeah

[Pre-Chorus]
Are you ready for the sequel?
Ain't ready for the latest
In the garden of evil
I'm gonna be the greatest
In a golden cathedral
I'll be praying for the faithless
And if you lose, boo-hoo

[Chorus]
Hey look, ma, I made it
Hey look, ma, I made it
Everything's comin' up aces, aces
If it's a dream, don't wake me, don't wake me
I said, ""Hey look, ma, I made it""
See Panic! at the Disco LiveGet tickets as low as $550You might also like[Verse 2]
Friends are happy for me or
They're honeysuckle phonies
Then they celebrate my medals or
They wanna take my trophies
Some are loyal soldiers while
These other thorns are rosy
And if you never know who you can trust
Then trust me, you'll be lonely, oh

[Pre-Chorus]
Are you ready for the sequel?
Ain't ready for the latest
In the garden of evil
I'm gonna be the greatest
In a golden cathedral
I'll be praying for the faithless
And if you lose, boo-hoo

[Chorus]
Hey look, ma, I made it
Hey look, ma, I made it
Everything's comin' up aces, aces
If it's a dream, don't wake me, don't wake me
I said, ""Hey look, ma, I made it, I made it""
I said, ""Hey look, ma, I made it, I made it""
I see it, I want it, I take it, take it
If it's a dream, don't wake me, don't wake me
[Outro]
I said, ""Hey look, ma, I made it""
(Mama best believe it)
(Mama best believe it)
Hey look, ma, I made it
(Think I must be dreamin')
(Wide awake and dreamin')
Hey look, ma, I made it
(Mama best believe it)
(Mama best believe it)
Hey look, ma, I made it
(Think I must be dreamin')
Hey look, ma, I made it40Embed"
61,62,Circles,['Post Malone'],83,120,"dfw rap, melodic rap, pop, rap","Hip Hop, Pop",Hollywood's Bleeding,2019-09-06,03:35,70,76,19,0,55,0,0,-3,C Major,4,2024-11-07,21jGcNKet2qwijlDFuPiPb,Republic Records,8B,USUM71915699,"140 ContributorsTranslationsEspañolPortuguêsPolskiDeutschفارسیNederlandsČeskyРусскийCircles Lyrics[Intro]
Oh, oh, oh
Oh,  oh, oh
Oh,  oh, oh, oh, oh

[Verse 1]
We couldn't turn around 'til we were upside down
I'll be the bad guy now, but know I ain't too proud
I  couldn't be there even when I tried
You  don't believe it, we do this every time

[Chorus]
Seasons change and our love went cold
Feed  the flame 'cause we can't let go
Run away, but we're running in circles
Run away, run away
I dare you to do something
I'm  waiting on you again, so I don't take the blame
Run away, but we're running in circles
Run away, run away, run away

[Verse 2]
Let go, I got a feeling that it's time to let go
I said so, I knew that this was doomed from the get-go
You thought that it was special, special
But it was just the sex, though, the sex, though
And I still hear the echoes (The echoes)
I got a feeling that it's time to let it go, let it go
See Post Malone LiveGet tickets as low as $55You might also like[Chorus]
Seasons change and our love went cold
Feed the flame 'cause we can't let go
Run away, but we're running in circles
Run away, run away
I dare you to do something
I'm waiting on you again, so I don't take the blame
Run away, but we're running in circles
Run away, run away, run away

[Bridge]
Maybe you don't understand what I'm going through
It's only me, what you got to lose?
Make up your mind, tell me, what are you gonna do?
It's only me, let it go

[Chorus]
Seasons change and our love went cold
Feed the flame 'cause we can't let go
Run away, but we're running in circles
Run away, run away
I dare you to do something
I'm waiting on you again, so I don't take the blame
Run away, but we're running in circles
Run away, run away, run away211Embed"
62,63,Beer Never Broke My Heart,['Luke Combs'],77,77,"contemporary country, country",Country,What You See Is What You Get,2019-11-08,03:06,54,86,1,0,64,0,0,-4,C♯/D♭ Major,4,2024-11-07,7aEtlGHoiPAfRB084NiDmx,River House Artists/Columbia Nashville,3B,US6XF1700264,"18 ContributorsBeer Never Broke My Heart Lyrics[Verse 1]
I've had a largemouth bass bust my line
A couple beautiful girls tell me goodbye
Trucks break down, dogs run off
Politicians lie, been fired by the boss

[Pre-Chorus]
It takes one hand
To count the things I can count on
No, there ain't much, man
That ain't never let me down

[Chorus]
Longneck ice-cold beer never broke my heart
Like diamond rings and football teams have torn this boy apart
Like a neon dream, it just dawned on me that bars and this guitar
And longneck ice-cold beer never broke my heart

[Verse 2]
She was a Carolina blue jean baby
Fire in her eyes that drove me crazy
It was red taillights when she left town
If I didn't know then, I sure know now

[Chorus]
But longneck ice-cold beer never broke my heart
Like diamond rings and football teams have torn this boy apart
Like a neon dream, it just dawned on me that bars and this guitar
And longneck ice-cold beer never broke my heart, yeah
See Luke Combs LiveGet tickets as low as $43You might also like[Pre-Chorus]
Well, it takes one hand
To count the things I can count on
But I got one hand
That's grippin' down on a cold one

[Chorus]
'Cause longneck ice-cold beer never broke my heart
Like diamond rings and football teams have torn this boy apart
Like a neon dream, it just dawned on me, that bars, and this guitar
And longneck ice-cold beer never broke my heart, no
It never broke my heart1Embed"
63,64,The London (feat. J. Cole & Travis Scott),"['Young Thug', 'J. Cole', 'Travis Scott']",62,98,"atl hip hop, atl trap, gangster rap, hip hop, melodic rap, rap, trap, conscious hip hop, north carolina hip hop, slap house","Hip Hop, Electronic",The London (feat. J. Cole & Travis Scott),2019-05-23,03:20,80,59,2,0,18,10,10,-7,E Minor,4,2024-11-07,7DcvwMAiqKJQD1rrdfxSDx,300 Entertainment/Atl,9A,USAT21903320,"2 ContributorsNew Music Friday 05/24/19 LyricsEd Sheeran - Cross Me (feat. Chance the Rapper & PnB Rock)
Young Thug - The London (feat. J. Cole & Travis Scott)
Ty Dolla $ign - Purple Emoji (feat. J. Cole)
5 Seconds of Summer - Easier
YG - In The Dark
Clairo - Bags
Kygo - Not Ok
Thomas Rhett - Center Point Road
Shenseea - Blessed (with Tyga)
YUNGBLUD - Parents
FLETCHER - About You
Joyner Lucas - Isis
Lucky Daye - Call
Jess Glynne - One Touch
Carlie Hanson - WYA
Lil Tecca - Ransom
Juanes - Querer Mejor
Ally Brooke - Lips Don't Lie (feat. A Boogie Wit da Hoodie)
Beast Coast - Snow In The Stadium (feat. Erick The Architect, Joey Bada$$, Meechy Darko, Kirk Knight, CJ Fly & Issa Gold)
Denzel Curry - SPEEDBOAT
Lila Drew - take it back
The Amazons - Fuzzy Tree
Steve Lacy - Playground
BAYNK - Go with U
whenyoung - A Labour Of Love
$uicideBoy$ - Sour Grapes ($UICIDEBOY$ X TRAVIS BARKER)
Moneybagg Yo - Style Ain’t Free (feat. Offset)
Flying Lotus - Black Balloons Reprise
Jacquees - Who's
Brendan Bennett - Long Year
Sylo Nozra - FOMO
boy pablo - 50 Souls and a Discobowl - Recorded at Spotify Studios Stockholm
Hey Violet - Close My Eyes
Kelsey Lu - Due West - Skrillex Remix
Collie Buddz - Time Flies (feat. Russ)
Paulo Londra - Homerun (Intro)
Bones UK - Pretty Waste
Virginia To Vegas - Just Friends
NCT 127 - Superhuman
Sam Feldt - Post Malone (feat. RANI)
Will Smith - Friend Like Me (End Title)
Caravan Palace - About You
Kim Petras - All I Do Is Cry
Johnny Stimson - Vacation
Mokita - Inside Out
IDK - Digital
HEX - Too Bad
PRETTYMUCH - Gone 2 Long
Mannequin Pussy - Who You Are
LOVA - I Can Do Better
YN Billy - O Man
BlocBoy JB - Mercedes
The Score - Stay
BEXEY - TRU COLOURS
Cuco - Bossa No Sé (feat. Jean Carter)
Theresa Rex - Like I Love You
Astrid S - The First One
Famous Dex - Fully Loaded (feat. Lil Gotit)
Sigala - Wish You Well
EMMA WAHLIN - Who I Am
Yella Beezy - Rich MF
daydream Masi - Stardust
Dounia - UP 4 AIR
Boundary Run - Marigolds
Lepani - Pocket Full of Love
Miya Folick - Malibu Barbie
Yoshi Flower - empty
Two Door Cinema Club - Dirty Air
Nora En Pure - Birthright
Rynx - Read My Mind (feat. Mainland)
Cyn - Holy Roller
Trove - GTFO
Dylan Brady - Over Us
XYLØ - the end
Emeli Sandé - Extraordinary Being
Jon Pardi - Heartache Medication
Taron Egerton - Crocodile Rock
Kaiser Chiefs - Record Collection
Still Young - When We Were Young
chloe mk - To Be Young
Skizzy Mars - No Advice
Kemba - Last Year Being Broke
Rotimi - Decisions
Money Man - Same Way
ELM - Fear
Chris Lake - Stay With Me
Sure Sure - What's It Like?
Shay Lia - Good Together
Inner Wave - Six AM
Royal & the Serpent - Salvador Dali
Yandel - En Cero
Renni Rucci - Elevators
FXXXXY - Home
Sevenn - Harder
Ess See - Slip Slide
Laine Hardy - FlameEmbed"
64,65,Con Calma,"['Daddy Yankee', 'Snow']",75,94,"latin hip hop, reggaeton, trap latino, urbano latino, canadian old school hip hop, reggae fusion","Hip Hop, Pop, Latin",Con Calma,2019-01-24,03:13,74,86,11,0,66,0,0,-3,G#/A♭ Minor,4,2024-11-07,5w9c2J52mkdntKOmRLeM2m,El Cartel Records (EC3),1A,US2BU1900125,"32 ContributorsTranslationsEnglishCon Calma Lyrics[Letra de ""Con Calma"" ft. Snow]

[Intro: Daddy Yankee]
D-D-D-D-D-DY
Play N' Skillz
¡Run!

[Pre-Coro: Daddy Yankee]
¿Cómo te llamas, baby?
Desde que te vi supe que eras pa’ mí
Dile a tus amigas que andamo' ready
Esto lo seguimo' en el after party
¿Cómo te llamas, baby? (Brr, brr)
Desde que te vi supe que eras pa’ mí
Dile a tus amigas que andamo' ready (¡Sube!)
Esto lo seguimo' en el after party (Su-su, ey)

[Coro: Daddy Yankee]
Con calma
Yo quiero ver como ella lo menea
Mueve ese poom-poom, girl
Es una asesina, cuando baila quiere que to' el mundo la vea
I like your poom-poom, girl (¡Sub-sube!)
Con calma
Yo quiero ver como ella lo menea
Mueve ese poom-poom, girl
Tiene adrenalina, en medio 'e la pista, vente, hazme lo que sea
I like your poom-poom, girl (¡Hey!)
You might also like[Verso 1: Daddy Yankee]
Ya vi que estás solita, acompáñame
La noche es de nosotro', tú lo sabe' (You know!)
Que ganas me dan-dan-dan
De guayarte, mami, ese ram-pam-pam, yeah
Esa criminal como lo mueve e' un delito (Oh)
Tengo que arrestarte porque empiezo y no me quito (Eh)
Tienes criminality, pero te doy fatality
Vívete la película flotando en mi gravity
Daddy pone las regla’, tiene’ que obedecer
Mami, no tiene pausa, ¿qué e' lo que vas a hacer?
Échale, échale, échale pa’ atrás
Échale, échale, pa' alante y pa' atrás (Eh, ey-ey-ey)

[Coro: Daddy Yankee]
Con calma
Yo quiero ver como ella lo menea
Mueve ese poom-poom, girl (Girl)
Es una asesina, cuando baila quiere que to' el mundo la vea
I like your poom-poom, girl
Con calma
Yo quiero ver como ella lo menea (Con calma)
Mueve ese poom-poom, girl
Tiene adrenalina, en medio ’e la pista, vente, hazme lo que sea
I like your poom-poom, girl
[Verso 2: Daddy Yankee]
Tú tiene' candela y yo tengo la vela
Llama el 911, se están quemando las suela'
Me daña cuando la faldita esa me la modela
Mami, 'tás enferma, pero tu show no lo cancela'
Te llaman a ti la reina del party
Mucha sandunga tiene ese body
Tírate un paso, no-no-no pare, ¡woh, dale, dale! (Yo)
Somos dos bandido' entre la rumba y romance
Y zúmbale, DJ, otra ve' pa' que dance
Échale, échale, échale pa' atrás
Échale, échale, pa' alante y pa' atrás (Ey, eh, ey)

[Coro: Daddy Yankee]
Con calma
Yo quiero ver como ella lo menea (Con calma)
Mueve ese poom-poom, girl (Girl)
Es una asesina, cuando baila quiere que to' el mundo la vea
I like your poom-poom, girl
Con calma
Yo quiero ver como ella lo menea (Con calma)
Mueve ese poom-poom, girl
Tiene adrenalina, en medio 'e la pista, vente, hazme lo que sea (Ey, ey, ey, eh)
I like your poom-poom, girl (¡Snow!)

[Verso 3: Snow & Daddy Yankee]
Come with a nice young lady (What?)
Intelligent, yes, she gentle and irie (¡Fuego!)
Everywhere me go me never lef' her at all-ie (¡Dile!)
Yes-a Daddy Snow me are the roam dance man-a (¡Snow!)
Roam between-a dancin' in-a in-a nation-a (Prr, prr, prr!)
You never know say daddy me Snow me are the boom shakata (¿Qué-qué-qué-qué?)
Me never lay-a down flat in-a one cardboard box-a (¡Sube, sube!)
Yes-a Daddy Yankee me-a go reachin' out da top (What?)
[Coro: Daddy Yankee & Snow]
Con calma
Yo quiero ver como ella lo menea (Menea)
Mueve ese poom-poom, girl (Girl)
Es una asesina, cuando baila quiere que to' el mundo la vea
I like your poom-poom, girl
Con calma
Ya' no say daddy me Snow me I go blame-eh
I like your poom-poom, girl
'Tective man a say, say daddy me Snow me stop a girl down the lane-eh
I love your poom-poom, girl7Embed"
65,66,Murder on My Mind,['YNW Melly'],74,115,"melodic rap, rap",Hip Hop,I AM YOU,2018-08-03,04:28,76,73,14,0,74,0,10,-8,C Minor,4,2024-11-07,7eBqSVxrzQZtK2mmgRG6lC,P2018,5A,QMCE31801827,"334 ContributorsTranslationsEspañolРусскийPortuguêsDeutschMurder on My Mind Lyrics[Intro]
Get to roll no
Ayy, I'm in the studio, bro
Oh nah, yeah, call me, ball me
Yeah, I'll
Bet
Yeah, I'm at the studio, hold up, though

[Verse 1]
I ain't get to roll no weed, I ain't get to roll no Swishers
I was locked up on Christmas, I ain't get to see my niggas
I ain't get to hug my mama, couldn't even give her no kisses
Can't even post on my Instagram 'cause these pussy niggas be snitching
Everybody acting suspicious, might probably say that I'm tripping
When I'm all alone in my jail cell, I tend to get in my feelings
And all I smoke is that loud, don't pass me no midget
And I'ma smoke all of my pain away 'cause that's the only thing that gon' heal it
I don't understand these women who go around pretending
As if they really fuck with me, so I love 'em all from a distance
'Cause the same bitch say she down to ride be the main one who tricking
Got molly mixed with promethazine 'cause every time

[Chorus]
I wake up in the morning, I got murder on my mind
AK-47s, MAC-11, Glocks, and nines
And all these pussy niggas hating, tryna knock me off my grind
But I can't let 'em do it, I got murder on my mind
Bitch, I got murder on my mind (Bitch, I got murder on my mind)
I got murder on my mind (On my mind)
I got murder on my mind (I got murder on my mind)
I got murder on my mind, I got murder on my mind
You might also like[Verse 2]
Yellow tape around his body, it's a fucking homicide
His face is on a T-shirt and his family traumatized
I didn't even mean to shoot him, he just caught me by surprise
I reloaded my pistol, cocked it back, and shot him twice
His body dropped down to the floor and he got teardrops in his eyes
He grabbed me by my hands and said he was afraid to die
I told him, ""It's too late, my friend, it's time to say goodbye""
And he died inside my arms, blood all on my shirt

[Chorus]
Wake up in the morning, I got murder on my mind
AK-47s, MAC-11, Glocks, and nines
And all these pussy niggas hating, tryna knock me off my grind
But I can't let 'em do it, I got murder on my mind
Bitch, I got murder on my mind (Bitch, I got murder on my mind)
I got murder on my mind (On my mind)
I got murder on my mind
I got murder on my mind, I got murder on my mind
(I got murder on my mind)

[Verse 3]
Bite like tarantula, bitch, I'm an animal
Melly's a savage, no he not no amateur
Bad bitch named Angela, fucked her on camera
Bitch, I'm a murderer (Yeah, yeah)
I might just kill the boy, don't wanna kill the boy
Bake him up, say he want beef, we gon' grill the boy
(Grill the boy, we gonna grill the boy)
I'm bleeding so good, I might dip his ass in it and spill the boy
Haha, murder on my mind, woah, woah
I got murder on my mind (On my mind)
I got murder on my mind, I got murder on my mind, huh
[Chorus]
Wake up in the morning, I got murder on my mind
AK-47s, MAC-11, Glocks, and nines
And all these pussy niggas hating, tryna knock me off my grind
But I can't let 'em do it, I got murder on my mind
Bitch, I got murder on my mind
I got murder on my mind
I got murder on my mind
I got murder on my mind, I got murder on my mind
(Murder on my mind)

[Outro]
Woah-oh-oh-oh
Young Nigga World, bitch
Woah-oh-oh-oh221Embed"
66,67,when the party's over,['Billie Eilish'],83,83,"art pop, pop",Pop,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,03:16,37,11,98,0,20,10,0,-14,E Major,4,2024-11-07,43zdsphuZLzwA9k4DJhU0I,Darkroom/Interscope Records,12B,USUM71815958,"326 ContributorsTranslationsNorsk (bokmål / riksmål)AkanaSvenskaEspañolРусскийRomânăPortuguêsItalianoHebrewDeutschFrançaisفارسیNederlandsDanskChinese TraditionalTürkçeالعربية​when the party’s over Lyrics[Verse 1]
Don't you know I'm no good for you?
I've learned to lose you, can't afford to
Tore my shirt to stop you bleedin'
But nothin' ever stops you leavin'

[Chorus]
Quiet when I'm coming home and I'm on my own
I could lie, say I like it like that, like it like that
I could lie, say I like it like that, like it like that

[Verse 2]
Don't you know too much already?
I'll only hurt you if you let me
Call me friend, but keep me closer (Call me back)
And I'll call you when the party's over

[Chorus]
Quiet when I'm coming home and I'm on my own
And I could lie, say I like it like that, like it like that
Yeah, I could lie, say I like it like that, like it like that

[Bridge]
But nothin' is better sometimes
Once we've both said our goodbyes
Let's just let it go
Let me let you go
See Billie Eilish LiveGet tickets as low as $142You might also like[Chorus]
Quiet when I'm coming home and I'm on my own
I could lie, say I like it like that, like it like that
I could lie, say I like it like that, like it like that464Embed"
67,68,Act Up,['City Girls'],62,97,"scam rap, trap queen","Hip Hop, R&B",Girl Code,2018-11-16,02:38,94,64,2,0,31,10,10,-5,G#/A♭ Major,4,2024-11-07,3A2yGHWIzmGEIolwonU69h,Quality Control Music/Motown Records,4B,USUG11802247,"114 ContributorsAct Up Lyrics[Intro]
(Earl on the beat)

[Verse 1: JT & Yung Miami]
Real-ass bitch, give a fuck 'bout a nigga
Big Birkin bag, hold five, six figures
Stripes on my ass so he call this pussy Tigger
Fuckin' on a scammin' ass, rich ass nigga
Same group of bitches, ain't no adding to the picture
Drop a couple racks, watch this ass get bigger
Drinkin' on liquor, and I'm lookin' at your nigga
If his money right, he can eat it like a Snicker
I ain't got time for you fake-ass hoes
Talkin' all loud in them fake-ass clothes
Fake ass shoes match that fake-ass gold
I'm the realest bitch ever to you snake-ass hoes

[Chorus: JT & Yung Miami]
Act up, you could get snatched up
Act up, you could get snatched up
Act up, you could get snatched up
Dirty-ass nails, baby girl, you need to back up

[Verse 2: Yung Miami]
It's Yung Miami, and I came to run my sack up (Yup)
Tired-ass hoes on my page tryna track us (Ha)
Brand new chain, City Girls goin' platinum (Facts)
I keep a baby Glock, I ain't fightin' with no random, period (Period)
You bitches weak, is you serious? (Haha)
I let him taste the pussy, now he actin' all delirious (Ow)
Did the dash in the Rover like it's Fast and Furious
She see my number in his phone, now you actin' curious (Bitch)
He gon' buy me Gucci if I ask for it (Yup)
He a classy nigga rockin' Tom Ford (Classy)
I bet your lil' sister wanna look like me (Lil' bitch)
I bet your lil' brother wanna fuck on me
Hood bitch, good pussy, I ain't average, um
He can't come around without that cabbage, um (Nah)
Pop a pussy bitch quick, like a bubblegum
I ain't never worry, I just deal with it for fun
You might also like[Chorus: JT & Yung Miami]
Act up, you could get snatched up
Act up, you could get snatched up
Act up, you could get snatched up
Dirty-ass nails, baby girl, you need to back up

[Verse 3: JT]
JT on the track, and you know I'm 'bout my paper
Pussy sweet, pussy tight, so he called it Lifesaver
If your ass a broke nigga, hell nah, I can't date ya
If your ass a rich nigga, I'ma fuck ya 'til you ain't one
If that nigga a scammer, I'm turnin' to a dancer (Yup)
I make it clap like he got the right answer
Sit on it with manners, get it harder than a hammer
He wanna freak, pussy pink, breast cancer
Oh, you like big butts, well I like big bucks
I don't care about your chain, nigga, or your big truck (Nah)
Yeah, I know you gettin' it, but is you spendin' it?
Give a fuck what a nigga got if he ain't givin' it
Ba-badass bitch, bad attitude (Yeah)
Nails done, hair done, ass too (Ow)
Your baby daddy fuckin' me and suckin' me
He don't answer you, bitch, that's because of me (Period)

[Chorus: JT & Yung Miami]
Act up, you could get snatched up
Act up, you could get snatched up
Act up, you could get snatched up
Dirty-ass nails, baby girl, you need to back up42Embed"
68,69,I Like It,"['Cardi B', 'Bad Bunny', 'J Balvin']",74,136,"pop, rap, reggaeton, trap latino, urbano latino, reggaeton colombiano","Pop, Hip Hop, Latin",Invasion of Privacy,2018-04-06,04:13,82,73,10,0,65,10,30,-4,F Minor,4,2024-11-07,58q2HKrzhC3ozto2nDdN4z,Atlantic/KSR,4A,USAT21801431,"271 ContributorsTranslationsNederlandsFrançaisEnglishDeutschI Like It Lyrics[Intro]
Yeah, baby, I like it like that
You gotta believe me when I tell you
I said I like it like that
You gotta believe me when I tell you
I said I like it like—

[Verse 1: Cardi B]
Now I like dollars, I like diamonds
I like stuntin', I like shinin' (Yeah)
I like million dollar deals
Where's my pen? Bitch, I'm signin' (Signin')
I like those Balenciagas (Those)
The ones that look like socks
I like going to the jeweler
I put rocks all in my watch (Cha-ching)
I like texts from my exes when they want a second chance (What?)
I like proving niggas wrong, I do what they say I can't
They call me Cardi Bardi, banging body
Spicy mami, hot tamale
Hotter than a Somali, fur coat, Ferrari (Rrr, woo)
Hop out the stu', jump in the coupe (Coupe)
Big Dipper on top of the roof
Flexing on bitches as hard as I can
Eating halal, driving the Lam'
Told that bitch I'm sorry, though (Sorry, though)
'Bout my coins like Mario (Mario)
Yeah, they call me Cardi B
I run this shit like cardio (Woo, facts)
You might also like[Chorus: Cardi B]
Diamond district in the chain, chain (I said I like it like that)
Certified, you know I'm gang, gang, gang, gang (I said I like it like—woo)
Drop the top and blow the brains, woo (I said I like it like that; woo)
Oh, he's so handsome, what's his name? Yeah (Woo, facts, I said I like it)

[Post-Chorus: Cardi B]
Oh, I need the dollars (I said I like it like that; cha-ching)
Beat it up like piñatas (I said I like it like—; uh)
Tell the driver, close the curtains (I said I like it like that; skrrt)
Bad bitch make you nervous (I said I like it)
Cardi B

[Verse 2: Bad Bunny]
Chambean, chambean, pero no jalan (¡Jalan!)
Tú compras to'a las Jordan, bo, a mí me las regalan (Jeje)
I spend in the club what you have in the bank (¡Wuh; ¡yeh!)
This is the new religion bang in Latino gang, gang, ¡yeh!
Trato de hacer dieta, pero es que en el closet tengo mucha grasa (¡Yeh!; ¡wuh!)
Ya mudé la' Gucci pa' dentro de casa, yeh (¡Wuh!)
Cabrón, a ti no te conocen ni en Plaza (No)
El Diablo me llama, pero Jesucristo me abraza (Amén)
Guerrero como Eddie, que viva la raza, yeh
Me gustan boricuas, me gustan cubanas
Me gusta el acento de las colombianas (¿Qué hubo pues?)
Como mueve el culo la dominicana (¿Qué lo que?)
Lo rico que me chingan las venezolanas (¡Wuh!)
Andamos activos, Perico Pin Pin (Wuh)
Billetes de cien en el maletín (¡Ching!)
Que retumbe el bajo, Bobby Valentín, yeh (¡Buh!)
Aquí es prohibido amar, diles, Charytín
Que pa'l picor les tengo Claritín
Yo llego a la disco y se forma el motín (¡Rrrah!)
[Chorus: Cardi B & Bad Bunny]
Diamond district in the chain (I said I like it like that; Bad Bunny baby, bebé, bebé)
Certified, you know I'm gang, gang, gang, gang (I said I like it like—woo)
Drop the top and blow the brains, woo (I said I like it like that; woo)
Oh, he's so handsome, what's his name? Yeah (Woo, yeh, I said I like it)

[Post-Chorus: Cardi B]
Oh, I need the dollars, cha-ching (I said I like it like that)
Beat it up like piñatas (I said I like it like—)
Tell the driver, close the curtains (I said I like it like that; skrrt)
Bad bitch make you nervous (I said I like it)

[Verse 3: J Balvin]
Como Celia Cruz tengo el azúcar (Azúca')
Tu jeva me vio y se fue de pecho como Jimmy Snuka (Ah)
Te vamos a tumbar la peluca
Y arranca pa'l carajo, cabrón, que a ti no te vo'a pasar la hookah (Hookah, hookah)
Mis tenis Balenciaga me reciben en la entrada (Wuh)
Pa-Pa-Paparazzi like I'm Lady Gaga (Wuh)
Y no te me hagas (Eh)
Que en cover de Billboard tú has visto mi cara (Eh)
No salgo de tu mente (Wuh)
Donde quieras que viajes has escuchado ""Mi Gente""
Yo no soy hype, soy como el Testarossa (Hype; 'rossa)
Yo soy el que se la vive y también el que la goza (Goza, goza)
Es la cosa, mami es la cosa (Cosa, cosa)
El que mira sufre y el que toca goza (Goza, goza, goza)
[Bridge: J Balvin & Cardi B]
I said I like it like that
I said I like it like that (Rrr)
I said I like it like that (Woo)
I said I like it like that

[Chorus: Cardi B]
Diamond district in the chain (I said I like it like that)
Certified, you know I'm gang, gang (I said I like it like—)
Drop the top and blow the brains, woo (I said I like it like that)
Oh, he's so handsome, what's his name? Yeah (I said I like it)166Embed"
69,70,Trampoline,['SHAED'],57,127,electropop,Pop,MELT,2018-09-21,03:04,69,41,49,0,54,0,0,-8,G Minor,4,2024-11-07,0lsRatBUs9HNIZAmoGABzk,Photo Finish Records,6A,QZ47A1800201,"81 ContributorsTranslationsDeutschTrampoline Lyrics[Verse 1]
I've been havin' dreams
Jumpin' on a trampoline
Flippin' in the air
I never land, just float there
As I'm lookin' up
Suddenly the sky erupts
Flames alight the trees, spread to fallin' leaves
Now they're right upon me

[Chorus]
Wait, if I'm on fire
How am I so deep in love?
When I dream of dyin'
I never feel so loved (So loved)

[Verse 2]
I've been havin' dreams
Splashin' in the summer stream
Trip and I fall in
I wanted it to happen
My body turns to ice
Crushin' weight of paradise
Solid block of gold, lyin' in the cold
I feel right at home
You might also like[Chorus]
Wait, if I'm on fire
How am I so deep in love?
When I dream of dyin'
I never feel so loved
Wait, if I'm on fire
How am I so deep in love?
When I dream of dyin'
I never feel so loved

[Bridge]
I never feel so loved
La, la-la, la-la
La, la-la, la-la, la-la
La, la-la, la-la
La, la-la, la-la, la

[Chorus]
Wait, if I'm on fire
How am I so deep in love?
When I dream of dyin'
I never feel so loved
Wait, if I'm on fire
How am I so deep in love? (Deep in love)
When I dream of dyin'
I never feel so loved16Embed"
